id_studenta	imię	nazwisko	id_uczelnia	miejsce_zam	rok_studiow	dochod_na_osobe
979	Michal	Powietrzynski	5	Radom	I	2260
1341	Krystian	Szatylowicz	7	Radom	V	2564
656	Krzysztof	Siemion	9	Radom	V	2344
231	Jerzy	Bargiel	2	Rajcza	I	898
1410	Piotr	Papier	2	Rajcza	I	987
70	Igor	Krynicki	2	Rajcza	I	1248
890	Piotr	Bajer	2	Rajcza	I	2408
268	Alicja	Kobus	2	Rajcza	I	2409
794	Jan	Kozakowski	2	Rajcza	I	2539
1489	Zbigniew	Fijas	2	Rajcza	II	2746
1539	Henryk	Barylka	2	Rajcza	I	2909
1000	Mariusz	Morawski	3	Rajcza	IV	467
592	Michal	Zawadzki	3	Rajcza	I	1501
1312	Edmund	Salezy	5	Rajcza	I	990
439	Emila	Nikiel	5	Rajcza	I	1849
263	Pawel	Wojcicki	5	Rajcza	V	1981
802	Andrzej	Stefanczyk	5	Rajcza	V	1992
503	Marzena	Por	5	Rajcza	II	2715
549	Piotr	Szczerek	5	Rajcza	III	2896
1571	Piotr	Chwalek	9	Rajcza	I	982
24	Augustyna	Swierkowska	9	Rajcza	IV	1489
883	Anna	Szyma	2	Rogoznik	IV	753
831	Szymon	Czaja	2	Rogoznik	V	912
652	Emilia	Banach	2	Rogoznik	I	2695
506	Nikodem	Dyzma	2	Rogoznik	II	3079
554	Irma	Iwasiow	3	Rogoznik	I	1201
147	Jan	Bieniek	5	Rogoznik	I	805
716	Adam	Jasiewicz	5	Rogoznik	I	1554
768	Roman	Listopad	5	Rogoznik	IV	2018
1176	Judyta	Krawiec	5	Rogoznik	V	2911
51	Gerard	Graczynski	7	Rogoznik	I	1573
680	Anna	Barciszewska	8	Rogoznik	I	709
334	Barbara	Solska	9	Rogoznik	I	678
1347	Magdalena	Antos	2	Ruda Slaska	I	430
1302	Marcin	Wolak	2	Ruda Slaska	II	775
1086	Kuba	Sonarska	2	Ruda Slaska	II	966
1146	Filip	Zukowski	2	Ruda Slaska	I	1740
294	Robert	Pilski	2	Ruda Slaska	II	1756
258	Wojciech	Bugaj	2	Ruda Slaska	I	2657
1597	Marek	Kwolek	2	Ruda Slaska	I	2982
283	Adrian	Baka	2	Ruda Slaska	I	3195
563	Wiktor	Basajski	3	Ruda Slaska	II	920
235	Weronika	Stroka	3	Ruda Slaska	II	2180
12	Barbara	Michalska	3	Ruda Slaska	I	2368
1126	Marcin	Pawlowski	3	Ruda Slaska	II	2438
1279	Irena	Banaczek	3	Ruda Slaska	I	3085
708	Pawel	Orczyk	5	Ruda Slaska	I	627
244	Jacek	Andrzejewski	5	Ruda Slaska	III	2241
514	Iwona	Andrzejewska	5	Ruda Slaska	I	2241
687	Jan	Barbucha	5	Ruda Slaska	I	3276
1327	Zbigniew	Rodek	7	Ruda Slaska	II	1357
1460	Zofia	Mazowiecka	8	Ruda Slaska	II	1965
1092	Anna	Witek	8	Ruda Slaska	I	2729
1084	Adam	Kalka	2	Rybnik	I	427
426	Kamil	Babula	2	Rybnik	I	1058
1184	Monika	Nocun	2	Rybnik	I	1744
888	Karol	Myrcik	2	Rybnik	II	2011
354	Zuzanna	Rutkowska	2	Rybnik	I	2320
342	Roza	Biernaczyk	3	Rybnik	IV	378
483	Krzysztof	But	3	Rybnik	IV	2273
157	Jerzy	Bolkowicz	3	Rybnik	I	2451
40	Krzysztof	Dyszy	4	Rybnik	I	2898
901	Zachariasz	Jakimow	5	Rybnik	IV	527
1326	Eleonora	Gregoruk	5	Rybnik	I	1150
177	Adam	Konopka	5	Rybnik	V	1489
1252	Stefan	Tomkow	5	Rybnik	II	3197
10	Jolanta	Ochala	5	Rybnik	V	3332
1547	Edyta	Rebajn	7	Rybnik	I	801
18	Alojzy	Wolak	9	Rybnik	IV	1767
208	Janusz	Chmielowski	9	Rybnik	I	2349
1336	Jaroslaw	Matusz	10	Rybnik	V	2156
1181	Wojciech	Bartus	2	Rzeszow	I	1185
1280	Adam	Bodny	2	Rzeszow	IV	1207
910	Renata	Kalwas	2	Rzeszow	IV	1252
594	Danuta	Chyza	2	Rzeszow	III	1787
1355	Bernard	Kregiel	2	Rzeszow	I	2289
20	Adam	Bzinkowski	3	Rzeszow	I	782
1375	Adam	Warka	3	Rzeszow	II	1217
1105	Franciszek	Bartoszek	3	Rzeszow	I	1232
442	Teofil	Wina	3	Rzeszow	IV	1963
914	Radzimierz	Wojciechowski	5	Rzeszow	III	555
906	Krzysztof	Linus	5	Rzeszow	I	2232
1242	Ewa	Niewiarowska	5	Rzeszow	I	2722
1300	Edmund	Malborski	8	Rzeszow	I	681
1259	Karol	Furmanik	8	Rzeszow	I	2387
1224	Anna	Miecznikowska	10	Rzeszow	V	955
282	Eleonora	Kosa	2	Sanok	I	455
978	Piotr	Jablonski	2	Sanok	V	1185
323	Tomasz	Krawczyk	2	Sanok	II	1655
872	Dagmara	Szumska	2	Sanok	I	2039
1403	Patryk	Zychowicz	2	Sanok	I	2391
1273	Zygmunt	Jablonski	3	Sanok	IV	1185
1364	Jacek	Rynkiewicz	3	Sanok	I	1578
403	Alicja	Fedoruk	3	Sanok	I	2482
163	Andrzej	Wieczorek	3	Sanok	III	2555
611	Marek	Wypchlo	5	Sanok	I	1041
308	Daniel	Barszcz	5	Sanok	I	2273
822	Marek	Walbiner	5	Sanok	V	2479
26	Sylwester	Jarecki	6	Sanok	IV	3222
591	Roman	Banasik	8	Sanok	I	2845
395	Karol	Antonowicz	2	Siedlce	I	654
1222	Anna	Mikocka	2	Siedlce	II	1680
697	Maciej	Kula	2	Siedlce	I	2418
482	Katarzyna	Skutnik	2	Siedlce	I	3124
1480	Magdalena	Sznyrowska	2	Siemianowice Slaskie	I	1096
1045	Zofia	Skrzydlewska	2	Siemianowice Slaskie	V	1545
1465	Adam	Wojtas	2	Siemianowice Slaskie	I	1906
1260	Krystian	Pieniak	2	Siemianowice Slaskie	I	1949
443	Teresa	Krzesaj	2	Siemianowice Slaskie	II	2126
1038	Andrzej	Dubala	2	Siemianowice Slaskie	I	2519
1315	Wiktor	Holynski	2	Siemianowice Slaskie	V	2522
476	Boguslawa	Sobota	2	Siemianowice Slaskie	II	2866
1358	Andrzej	Korzeniewski	2	Siemianowice Slaskie	I	3116
699	Ewa	Jurek	3	Siemianowice Slaskie	I	2101
814	Maciej	Mojsanowicz	3	Siemianowice Slaskie	I	2736
609	Kamila	Borowska	3	Siemianowice Slaskie	I	2743
721	Waclaw	Slaski	3	Siemianowice Slaskie	II	2809
348	Jan	Dziekan	3	Siemianowice Slaskie	I	2815
338	Gabriela	Mroz	5	Siemianowice Slaskie	I	1033
598	Marcin	Bielak	5	Siemianowice Slaskie	I	1164
1541	Adelajda	Klimczyk	5	Siemianowice Slaskie	II	1932
875	Roman	Arecki	5	Siemianowice Slaskie	I	2086
373	Eustachy	Banaszek	5	Siemianowice Slaskie	I	2407
584	Anna	Antosiewicz	7	Siemianowice Slaskie	I	569
1175	Tomasz	Aniol	7	Siemianowice Slaskie	II	1824
280	Beata	Jasinska	8	Siemianowice Slaskie	I	968
1108	Wojciech	Gorski	2	Sieradz	III	2548
1320	Jakub	Magielewski	2	Sieradz	I	3116
820	Celina	Mieleszko	2	Siewierz	I	667
1582	Aleksander	Polak	2	Siewierz	I	1516
119	Katarzyna	Dwornik	2	Siewierz	I	2745
999	Jagoda	Szmaglinska	3	Siewierz	I	605
1234	Ewelia	Basiak	3	Siewierz	I	1994
1432	Adam	Kral	3	Siewierz	I	2164
973	Gracja	Warecka	3	Siewierz	II	3030
534	Katarzyna	Ochocka	5	Siewierz	I	750
654	Dariusz	Hentelski	5	Siewierz	I	1750
1354	Piotr	Bentkowski	5	Siewierz	I	2587
664	Bozena	Sowa	7	Siewierz	I	691
1614	Adam	Sasimski	7	Siewierz	I	2957
622	Celina	Dobrzanska	8	Siewierz	I	3324
640	Zuzanna	Wronska	2	Skierniewice	II	878
1526	Tadeusz	Sienkiewicz	2	Skierniewice	II	3207
730	Ksenia	Kadziola	5	Skierniewice	V	2742
1001	Natalia	Kochman	1	Skorogoszcz	I	2854
930	Donald	Bakowski	1	Slawkow	I	1410
160	Jerzy	Lubec	2	Slawkow	I	1599
1230	Tomasz	Wozniak	2	Slawkow	III	1695
1104	Anna	Stefanska	2	Slawkow	I	2185
159	Inga	Barskacz	2	Slawkow	I	2848
1052	Malgorzata	Katowska	2	Slawkow	I	3076
800	Patryk	Kopytko	2	Slawkow	I	3142
776	Kacper	Kujalowski	3	Slawkow	V	1195
852	Mateusz	Kojec	3	Slawkow	I	1884
589	Stanislaw	Bialkowski	3	Slawkow	II	3244
500	Witold	Kupis	5	Slawkow	II	1760
912	Kacper	Kita	5	Slawkow	I	2006
1454	Arkadiusz	Pyzikowski	5	Slawkow	III	2036
1592	Adam	Nieweglowski	5	Slawkow	I	2497
1281	Michal	Krzysztofinski	5	Slawkow	V	2642
1421	Marta	Bajerka	5	Slawkow	I	2757
649	Lucyna	Trzopek	5	Slawkow	V	2758
1434	Adrian	Badera	7	Slawkow	I	2481
55	Artur	Bartoszewicz	9	Slawkow	I	2177
1562	Rafal	Wozny	5	Sobotka	II	1187
228	Urszula	Legnicka	2	Sopot	II	468
232	Tomasz	Broniarz	2	Sopot	III	1123
1102	Natasza	Duda	9	Sopot	III	2125
1265	Lidia	Juzak	2	Sosnicowice	III	1073
719	Klementyna	Mrozinska	2	Sosnicowice	I	1079
545	Anna	Smela	2	Sosnicowice	I	1375
196	Jan	Sikorski	2	Sosnicowice	I	2217
1046	Miloslaw	Kozik	2	Sosnicowice	III	2367
1207	Mikolaj	Hejdysz	3	Sosnicowice	I	1373
31	Beata	Kotlarska	3	Sosnicowice	I	1638
68	Tadeusz	Holski	3	Sosnicowice	II	1945
1387	Patrycja	Dona	3	Sosnicowice	I	2571
1446	Michal	Katon	5	Sosnicowice	IV	689
678	Bogumila	Grubba	5	Sosnicowice	V	858
1162	Anna	Sabat	5	Sosnicowice	I	1223
259	Marcin	Slomczynski	5	Sosnicowice	II	1869
1220	Jadwiga	Przybylska	5	Sosnicowice	I	2199
432	Jadwiga	Wawer	5	Sosnicowice	II	2672
269	Adam	Michalak	7	Sosnicowice	I	1259
546	Maria	Kolka	8	Sosnicowice	II	790
47	Dominik	Zagajewski	2	Sosnowiec	V	448
393	Barbara	Mianowska	2	Sosnowiec	I	486
1529	Slawomir	Balcerowski	2	Sosnowiec	II	1236
374	Barbara	Marczak	2	Sosnowiec	I	1566
1228	Daniel	Felinski	2	Sosnowiec	I	2268
1223	Karol	Abramczyk	2	Sosnowiec	I	2638
605	Barbara	Banowska	2	Sosnowiec	I	2846
1061	Katarzyna	Augustynik	2	Sosnowiec	I	3052
480	Edyta	Klan	3	Sosnowiec	V	1683
128	Adrianna	Brzezinska	3	Sosnowiec	III	2913
647	Barbara	Przywarska	3	Sosnowiec	I	3020
155	Sebastian	Lewandowski	4	Sosnowiec	II	1434
181	Piotr	Kuter	5	Sosnowiec	I	738
1527	Jakub	Hajdukiewicz	5	Sosnowiec	I	1627
306	Maria	Zwojec	5	Sosnowiec	I	2155
52	Stefan	Skoczkowski	5	Sosnowiec	II	2279
1393	Beata	Myrcik	5	Sosnowiec	III	2330
499	Kinga	Mlynarczyk	5	Sosnowiec	II	2543
256	Mieszko	Cisna	5	Sosnowiec	II	3313
869	Alicja	Cichocka	7	Sosnowiec	I	780
384	Ewa	Skrzeliczka	9	Sosnowiec	I	2312
1100	Agnieszka	Kaczmarczyk	9	Sosnowiec	I	2348
17	Natalia	Barton	10	Sosnowiec	I	409
1274	Jolanta	Tomczak	1	Strzelce Opolskie	I	3335
1431	Pawel	Zmelty	2	Strzelce Opolskie	I	397
801	Monika	Mielecka	2	Strzelce Opolskie	I	669
1307	Rafal	Ramotowski	2	Strzelce Opolskie	IV	861
1436	Alina	Miekus	2	Strzelce Opolskie	I	896
886	Jadwiga	Osinska	2	Strzelce Opolskie	II	1004
1147	Jadwiga	Graniecka	2	Strzelce Opolskie	I	1499
1433	Kajetan	Szczepanski	2	Strzelce Opolskie	IV	2369
547	Krzysztof	Groza	3	Strzelce Opolskie	I	2014
1567	Daria	Antonkiewicz	5	Strzelce Opolskie	I	848
201	Maria	Wolczynska	5	Strzelce Opolskie	I	1862
985	Tomasz	Kania	5	Strzelce Opolskie	I	2458
1110	Bronislaw	Wozniak	5	Strzelce Opolskie	I	2796
73	Katarzyna	Kausek	7	Strzelce Opolskie	I	847
1068	Adam	Babecki	8	Strzelce Opolskie	I	2536
557	Antoni	Chmielacz	8	Strzelce Opolskie	I	2952
66	Stefania	Zakrzewska	2	Sucha Beskidzka	II	420
805	Jozef	Krosno	2	Sucha Beskidzka	I	1102
1381	Maciej	Proniewicz	2	Sucha Beskidzka	III	1252
1264	Krystyna	Barszczyk	2	Sucha Beskidzka	I	2407
1548	Klara	Sokolowska	3	Sucha Beskidzka	V	557
1509	Agnieszka	Æmiel	3	Sucha Beskidzka	I	2319
144	Kacper	Stachowicz	5	Sucha Beskidzka	II	775
737	Karol	Boran	5	Sucha Beskidzka	I	2190
754	Alina	Wolowiec	8	Sucha Beskidzka	I	2760
261	Korneliusz	Adamecki	10	Sucha Beskidzka	III	1726
685	Marcin	Gorec	3	Suraz	I	2939
517	Izabella	Cieslak	4	Suraz	I	1100
552	Patryk	Brylok	2	Suwalki	I	3007
485	Irena	Tarnowska	7	Suwalki	I	2158
158	Michal	Wojciechowski	2	Swiecko	V	2423
460	Bartosz	Dudek	2	Swiecko	IV	2948
440	Jan	Jasinski	3	Swiecko	I	962
672	Barbara	Barszczykiewicz	3	Swieradow-Zdroj	I	2827
1148	Dorota	Kozikowska	3	Swieradow-Zdroj	I	2928
498	Aleksandra	Cichawacz	3	Swieradow-Zdroj	I	3169
920	Natalia	Sikorska	1	Swietochlowice	I	2452
429	Bartosz	Bonkowski	2	Swietochlowice	I	983
764	Barbara	Chrzanowska	2	Swietochlowice	I	997
179	Kacper	Fastnacht	2	Swietochlowice	I	998
951	Wielislaw	Watroba	2	Swietochlowice	III	1035
885	Wladyslawa	Konwicka	2	Swietochlowice	V	1259
1525	Jakub	Wilinski	2	Swietochlowice	III	1525
1034	Anna	Halinowska	2	Swietochlowice	I	1934
1338	Witold	Witkowski	2	Swietochlowice	II	2162
454	Stanislaw	Anczewski	2	Swietochlowice	II	2305
1352	Rafal	Blocki	2	Swietochlowice	I	2425
1479	Halina	Fido	2	Swietochlowice	IV	3069
1521	Karolina	Kryniewska	3	Swietochlowice	I	795
808	Zofia	Barszczewska	3	Swietochlowice	II	957
1334	Michal	Batorowicz	3	Swietochlowice	I	1287
1550	Beata	Walczak	5	Swietochlowice	IV	986
309	Teresa	Grudzinska	5	Swietochlowice	II	1283
806	Maksym	Znojek	5	Swietochlowice	II	1934
389	Bartlomiej	Wrzesien	5	Swietochlowice	IV	2639
89	Alicja	Bankowska	5	Swietochlowice	I	2913
1415	Michal	Szmigin	5	Swietochlowice	III	3126
1384	Janusz	Wrobel	5	Swietochlowice	V	3234
847	Roman	Aronowski	7	Swietochlowice	I	1576
1395	Henryka	Blizna	7	Swietochlowice	II	3006
1370	Patrycja	Majka	9	Swietochlowice	I	783
60	Jerzy	Przybylski	9	Swietochlowice	I	979
84	Grzegorz	Podsiadly	9	Swietochlowice	I	1454
1329	Marek	Liderski	9	Swietochlowice	I	2536
842	Bogdan	Benedykt	1	Swinoujscie	I	2228
487	Justyna	Biegaj	3	Swinoujscie	I	1770
1284	Paulina	Chaberek	3	Swinoujscie	I	2806
1012	Halina	Klimaszewska	2	Szamotuly	I	2138
346	Jakub	Kucharski	3	Szamotuly	III	2144
774	Bohdan	Bielawski	3	Szamotuly	I	2645
637	Miron	Sledziak	2	Szczecin	III	2397
876	Mikolaj	Lisinski	5	Szczecin	I	930
331	Grzegorz	Styczen	3	Szczecinek	III	931
363	Kamil	Tokarz	8	Szczecinek	V	880
816	Dorota	Zybowska	2	Szczekociny	I	1338
168	Hanna	Wrona	2	Szczekociny	V	1493
566	Adam	Bialczak	2	Szczekociny	I	1676
1065	Mateusz	Mrusz	2	Szczekociny	II	1808
1486	Ewelina	Marzec	2	Szczekociny	II	1993
1251	Henryk	Walczak	3	Szczekociny	III	3035
410	Leslaw	Pawlica	3	Szczekociny	I	3258
1150	Marta	Berakowska	4	Szczekociny	I	1850
1289	Malgorzata	Albert	5	Szczekociny	I	440
372	Andrzej	Smietanka	5	Szczekociny	I	1447
172	Anna	Bialowas	7	Szczekociny	I	1544
709	Natasza	Konewka	10	Szczekociny	V	2056
149	Marek	Bakucha	1	Szczyrk	I	3313
734	Helena	Kotlarz	2	Szczyrk	I	559
59	Maciej	Drozdzik	2	Szczyrk	V	1142
564	Sylwester	Jasinski	2	Szczyrk	III	1216
861	Andrzej	Koziol	2	Szczyrk	V	1428
109	Andrzej	Jurkowski	2	Szczyrk	IV	1487
677	Jakub	Piotrowski	2	Szczyrk	IV	2456
956	Cecylia	Boguslawska	3	Szczyrk	IV	1225
508	Andrzej	Okon	3	Szczyrk	III	1556
639	Sylwester	Borkowski	3	Szczyrk	IV	1683
1602	Waclawa	Borkowska	3	Szczyrk	I	1683
957	Alicja	Urbanczyk	4	Szczyrk	I	3022
1427	Jadwiga	Balcerowska	5	Szczyrk	I	1158
19	Daniel	Lisiecki	5	Szczyrk	I	1867
715	Andrzej	Kozlowski	5	Szczyrk	I	2133
565	Zofia	Ciechowska	5	Szczyrk	II	2652
1238	Marcin	Kowalski	5	Szczyrk	V	3197
1362	Mikolaj	Grochalski	1	Tarnobrzeg	I	1047
1298	Mikolaj	Szala	1	Tarnobrzeg	I	2325
477	Miroslaw	Chochowski	1	Tarnobrzeg	I	2625
504	Beata	Wittek	2	Tarnobrzeg	V	1008
344	Henryk	Mordyan	2	Tarnobrzeg	I	1126
618	Piotr	Pienkowski	2	Tarnobrzeg	I	1425
1532	Krystyna	Damska	2	Tarnobrzeg	I	1502
1589	Irena	Magiera	2	Tarnobrzeg	I	1898
881	Franciszek	Kucharski	2	Tarnobrzeg	IV	2317
230	Aureliusz	Dabrowski 	2	Tarnobrzeg	II	2910
76	Brygida	Mika	3	Tarnobrzeg	IV	562
928	Kacper	Starachowicz	3	Tarnobrzeg	II	1802
1419	Witold	Kowal	3	Tarnobrzeg	II	2591
1235	Piotr	Nowak 	3	Tarnobrzeg	II	3039
257	Janusz	Waz	4	Tarnobrzeg	I	2917
226	Agnieszka	Korandy	4	Tarnobrzeg	I	3222
1291	Tadeusz	Terlecki	5	Tarnobrzeg	II	546
1426	Kleopatra	Janska	5	Tarnobrzeg	I	724
537	Maria	Krasiczynska	5	Tarnobrzeg	I	1623
1066	Artur	Wolicz	5	Tarnobrzeg	I	2893
1435	Adelajda	Czerwinska	5	Tarnobrzeg	III	2940
795	Angelika	Bartusiak	8	Tarnobrzeg	III	365
1344	Anna	Rolek	2	Tarnow	II	615
120	Celina	Wisniewska	2	Tarnow	I	822
1116	Adelajda	Nucinska	2	Tarnow	V	1289
1372	Lukasz	Ostrobramski	2	Tarnow	II	2376
433	Michal	Klimisz	2	Tarnow	III	3092
959	Anna	Pytka	3	Tarnow	I	1146
1497	Wanda	Barabasz	3	Tarnow	II	1227
1206	Anna	Milewska	3	Tarnow	I	1430
1111	Angelika	Mrozek	3	Tarnow	IV	2291
274	Marcin	Bajdak	3	Tarnow	I	2485
897	Malgorzata	Pisarskiewicz	3	Tarnow	I	3064
1353	Bartosz	Bek	5	Tarnow	I	669
1438	Alicja	Danek	5	Tarnow	I	787
1193	Marcin	Cwikowski	5	Tarnow	III	1144
694	Irena	Ignaszewska	5	Tarnow	I	1160
1170	Michal	Bujak	5	Tarnow	I	1454
1531	Slawomir	Kominiarz	5	Tarnow	V	1882
698	Kamil	Wieczorek	5	Tarnow	IV	2065
963	Teresa	Wozniak	5	Tarnow	II	3094
832	Cezar	Adamski	1	Tarnowskie Gory	IV	1316
370	Jaroslaw	Sierpien	2	Tarnowskie Gory	III	831
1006	Paulina	Michalak	3	Tarnowskie Gory	I	1204
1095	Lucyna	Wojciechowska	3	Tarnowskie Gory	III	2806
733	Marta	Czerny	5	Tarnowskie Gory	I	394
1196	Celina	Tomaszewska	5	Tarnowskie Gory	V	872
707	Lukasz	Kostosz	5	Tarnowskie Gory	IV	1060
1063	Damian	Wanad	5	Tarnowskie Gory	I	1651
1124	Boguslawa	Ostrowska	5	Tarnowskie Gory	V	2466
646	Felicja	Ostrowska	8	Tarnowskie Gory	II	2466
878	Grzegorz	Jaworski	9	Tarnowskie Gory	I	2185
458	Ewelina	Blada	2	Terespol	IV	1961
381	Anna	Kaczmarek	2	Terespol	III	2076
48	Marianna	Lyszkowska	3	Terespol	I	2334
576	Tomasz	Gronus	5	Terespol	V	389
229	Krystyna	Sekocinska	5	Terespol	I	979
923	Danuta	Chmielewska	2	Tomaszow Lubelski	V	1936
490	Katarzyna	Kruczek	2	Tomaszow Lubelski	I	2107
387	Kamil	Kildarewicz	5	Tomaszow Lubelski	I	1834
38	Janusz	Figielski	5	Tomaszow Lubelski	I	2223
607	Zofia	Boska	5	Tomaszow Lubelski	II	3037
1261	Wladyslaw	Olcha	5	Torun	III	1117
1577	Beata	Tyliba	5	Torun	IV	3223
944	Patrycja	Roman	5	Torun	I	3345
1376	Ewa	Pustelnik	1	Trzebinia	I	1449
980	Adelajda	Sobczak	2	Trzebinia	I	1087
1494	Krystian	Dunaj	2	Trzebinia	V	2634
1112	Edward	Malinowski	3	Trzebinia	I	3265
1378	Wojciech	Kaminski	5	Trzebinia	V	587
1514	Bronislaw	Chwala	5	Trzebinia	I	1032
1616	Krzysztof	Chojnacki	5	Trzebinia	I	2422
1507	Antoni	Rutkowski	5	Trzebinia	I	3173
1136	Tomasz	Janowski	7	Trzebinia	II	2163
1131	Aniela	Dymek	7	Trzebinia	IV	2207
619	Jan	Razny	1	Tworog	III	1732
1109	Lucyna	Sokolowska	1	Tworog	V	2832
1371	Bronislawa	Zwozniak	2	Tworog	III	2009
1464	Brygida	Molikiewicz	3	Tworog	I	725
1484	Andrzej	Bawar	5	Tworog	I	1189
1239	Izaak	Gawron	5	Tworog	I	1231
237	Szymon	Figurski	5	Tworog	II	1496
926	Fryderyka	Krzyskow	5	Tworog	IV	2117
240	Franciszek	Bebenek	5	Tworog	I	2572
1463	Kinga	Winkler	5	Tworog	I	2655
738	Agnieszka	Mordak	8	Tworog	II	3292
62	Teresa	Bajerska	9	Tworog	II	3010
567	Filip	Baczek	1	Tychy	I	459
1466	Anna	Balcerek	1	Tychy	I	1624
1490	Grazyna	Sikorowicz	2	Tychy	I	505
359	Jakub	Piotrowski	2	Tychy	III	513
1014	Jadwiga	Tarkowska	2	Tychy	II	558
397	Mieczyslawa	Szymczyk	2	Tychy	I	1136
1491	Ireneusz	Szydlak	2	Tychy	II	1971
1566	Zbigniew	Ostrowski	2	Tychy	II	2095
1288	Roksana	Sokolowska	2	Tychy	V	2430
302	Andrzej	Beki	3	Tychy	I	465
427	Czeslaw	Augustyneczek	3	Tychy	I	524
879	Magdalena	Rysowicz	3	Tychy	I	1731
900	Patrycja	Metz	5	Tychy	I	1547
1157	Wiktoria	Wieczorek	5	Tychy	V	2186
606	Piotr	Jedruszczak	5	Tychy	I	2995
569	Aleksy	Dudek	7	Tychy	II	2544
690	Wanda	Rossudowska	7	Tychy	II	2554
1271	Rafal	Kucharski	10	Tychy	II	1345
1090	Kazimiera	Sobiecka	2	Ustron	I	1402
770	Zofia	Luszczyk	2	Ustron	II	2409
1404	Malgorzata	Bedka	2	Ustron	II	2494
1033	Urszula	Misiak	3	Ustron	II	590
494	Leslaw	Bak	3	Ustron	I	2799
1178	Malgorzata	Janiszewska	3	Ustron	II	3127
1389	Sonia	Kozubik	5	Ustron	I	768
1322	Maciej	Babicz	5	Ustron	IV	1645
57	Ewelina	Korpet	5	Ustron	V	2204
873	Aleksandra	Paluch	5	Ustron	I	2456
662	Michal	Otwinowski	5	Ustron	I	2659
296	Mateusz	Swierszczynski	8	Ustron	V	3080
167	Dorota	Pietrowicz	2	Wadowice	I	1071
1612	Wladyslawa	Bijak	2	Wadowice	V	1271
270	Norbert	Boronski	2	Wadowice	I	1317
1413	Dominika	Kierat	2	Wadowice	I	1493
1437	Lidia	Sroda	2	Wadowice	IV	1577
718	Adam	Bledowski	2	Wadowice	I	1956
1140	Wioletta	Zawadzka	2	Wadowice	II	2254
648	Malwina	Kabala	2	Wadowice	I	2691
987	Zuzanna	Walczynska	3	Wadowice	I	1035
608	Joanna	Para	3	Wadowice	II	1930
129	Karol	Binski	3	Wadowice	I	2497
668	Kacper	Babinski	5	Wadowice	I	831
1243	Walenty	Rutkowski	5	Wadowice	IV	890
479	Zbigniew	Zajac	5	Wadowice	V	1589
682	Katarzyna	Garbacz	5	Wadowice	I	2010
1363	Marcin	Walczak	5	Wadowice	V	2063
260	Franciszek	Laczynski	5	Wadowice	V	2881
470	Pawel	Kowal	5	Wadowice	V	3125
706	Gertruda	Rzasowska	1	Wagrowiec	II	2877
1179	Ewa	Pawluk	1	Walbrzych	I	3218
1189	Zbigniew	Adamczyk	2	Walbrzych	III	2121
451	Anna	Dworecka	3	Walbrzych	I	2106
505	Wojciech	Rydawski	3	Walbrzych	II	2711
1510	Wieslaw	Helski	2	Walce	II	534
1443	Jadwiga	Duzy	2	Walce	I	2256
1202	Anna	Szendzielorz	3	Walce	I	2403
1332	Franciszek	Dziedzic	5	Walce	I	2312
904	Tomasz	Dudzinski	2	Warszawa	V	744
1401	Lukasz	Bajor	2	Warszawa	I	1527
197	Teresa	Polaska	2	Warszawa	II	2771
1538	Michal	Polak	4	Warszawa	I	1720
948	Bronislawa	Ludwig	5	Warszawa	III	1400
1559	Halina	Malewska	5	Warszawa	V	2999
1512	Katarzyna	Ogrodniczak	7	Warszawa	III	1421
1081	Katarzyna	Hohenberg	2	Wegorzewo	I	1653
50	Marek	Frymarkiewicz	2	Wegorzewo	I	1712
1026	Ewa	Holda	2	Wejherowo	II	628
860	Robert	Rurski	2	Wejherowo	II	1955
749	Bartosz	Gasior	4	Wejherowo	I	2138
899	Dorota	Marchewka	1	Wisla	III	1632
1316	Kazimierz	Celejewski	2	Wisla	I	568
674	Jacek	Zuchowicz	2	Wisla	II	1668
1139	Karolina	Wozniakiewicz	2	Wisla	I	2909
267	Jerzy	Orowski	3	Wisla	III	796
548	Katarzyna	Friedek	3	Wisla	I	898
27	Antoni	Banakiewicz	3	Wisla	I	1003
736	Robert	Tomaszewski	3	Wisla	IV	1511
1145	Bartosz	Tomaszewski	3	Wisla	II	1511
1008	Aleksander	Bolkowski	3	Wisla	I	3247
1093	Martyna	Lamorska	7	Wisla	I	740
236	Walenty	Kaczor	9	Wisla	II	520
15	Matylda	Zielinska	9	Wisla	I	2949
704	Aleksy	Borkowski	2	Witonia	IV	1035
509	Anita	Chalbinska	2	Witonia	I	1772
1233	Kacper	Klimka	4	Witonia	IV	2072
633	Pawel	Jasiak	10	Wloclawek	I	3277
756	Miroslawa	Prawy	2	Wlodowice	V	3156
964	Mateusz	Chwalinski	3	Wlodowice	I	1802
1013	Mateusz	Wolny	7	Wlodowice	V	1240
934	Magdalena	Kulig	2	Wodzislaw Slaski	I	715
559	Andrzej	Baran	2	Wodzislaw Slaski	I	1390
913	Zofia	Kruszewska	2	Wodzislaw Slaski	V	1700
855	Kamil	Amanowicz	3	Wodzislaw Slaski	I	535
1250	Pawel	Krol	3	Wodzislaw Slaski	V	1109
635	Weronika	Kaczmarek	3	Wodzislaw Slaski	II	1140
933	Adam	Paterek	3	Wodzislaw Slaski	I	2559
461	Tomasz	Kaczmarek	4	Wodzislaw Slaski	I	1140
740	Stefan	Polanicki	5	Wodzislaw Slaski	II	770
