Id_studenta;Imie;Nazwisko;Uczelnia;Miejsce_zam;Rok_studiow;Dochod_na_osobe
624;Katarzyna;Oleksy;Uniwersytet Królewski;¯ywiec 00-137;I;2117
625;Jan;Trzmielewski;Politechnika Informatyczno-Elektroniczna;Lwówek Sl¹ski 11-782;II;2094
626;Helena;Gawlicz;Uniwersytet Królewski;Aleksandrow Kujawski 53-614;I;2349
627;Tomasz;Mazurek;Politechnika Królewska;KuŸnica Bia³ostocka 81-042;V;2409
628;Roch;Lechowicz;Uniwersytet Królewski;Miko³ów 96-497;II;2674
629;Marek;Nosowski;Politechnika Informatyczno-Elektroniczna;Bia³aszewo 56-545;I;486
630;Kamil;Kwiatkowski;Politechnika Informatyczno-Elektroniczna;Brañsk 29-325;IV;3318
631;Adam;Banas;Politechnika Informatyczno-Elektroniczna;Krzeszowice 91-488;I;1991
632;Katarzyna;Jokiel;Akademia Sztuk Piêknych;Ogrodzieniec 82-082;I;847
633;Pawel;Jasiak;Wy¿sza Szko³a Techniczna;W³oc³awek 10-408;I;3277
634;Wojciech;Musiol;Uniwersytet Królewski;Miko³ów 96-497;III;2972
635;Weronika;Kaczmarek;Politechnika Królewska;Wodzis³aw Sl¹ski 83-544;II;1140
636;Pawel;Janowicz;Politechnika Informatyczno-Elektroniczna;Miechów 47-553;I;2133
637;Miron;Sledziak;Politechnika Informatyczno-Elektroniczna;Szczecin 22-544;III;2397
638;Iwona;Kromolowska;Uniwersytet Królewski;K³omnice 43-045;I;2387
639;Sylwester;Borkowski;Politechnika Królewska;Szczyrk 75-361;IV;1683
640;Zuzanna;Wronska;Politechnika Informatyczno-Elektroniczna;Skierniewice 18-665;II;878
641;Tomasz;Koscielny;Politechnika Informatyczno-Elektroniczna;Mys³owice 13-220;II;2245
642;Ada;Drukarczyk;Politechnika Informatyczno-Elektroniczna;Mys³owice 13-220;I;2353
643;Karol;Andrus;Politechnika Królewska;Nowy Targ 84-043;V;1775
644;Alicja;Medynska;Politechnika Królewska;Krzy¿ Wielkopolski 09-310;I;590
645;Katarzyna;Kwiecien;Politechnika Informatyczno-Elektroniczna;Bielsk Podlaski 96-087;II;772
646;Felicja;Ostrowska;Uniwersytet Rolniczy;Tarnowskie Góry 24-243;II;2466
647;Barbara;Przywarska;Politechnika Królewska;Sosnowiec 14-721;I;3020
648;Malwina;Kabala;Politechnika Informatyczno-Elektroniczna;Wadowice 47-222;I;2691
649;Lucyna;Trzopek;Uniwersytet Królewski;S³awków 42-081;V;2758
650;Kamil;Polkowski;Politechnika Królewska;Katowice 72-241;II;357
651;Czeslawa;Kalinowska;Uniwersytet Królewski;Brzesko 96-703;V;2752
652;Emilia;Banach;Politechnika Informatyczno-Elektroniczna;RogoŸnik 74-768;I;2695
653;Wiktoria;Gorska;Politechnika Informatyczno-Elektroniczna;¯ory 29-724;II;391
654;Dariusz;Hentelski;Uniwersytet Królewski;Siewierz 65-885;I;1750
655;Pawel;Pawlowski;Politechnika Królewska;Konin 39-551;I;2802
656;Krzysztof;Siemion;Uniwersytet Sportu i Turystyki;Radom 43-586;V;2344
657;Marcin;Bienkowski;Politechnika Informatyczno-Elektroniczna;Bêdzin 69-501;I;3025
658;Artur;Dartcjan;Politechnika Informatyczno-Elektroniczna;Piechowice 57-943;I;1008
659;Felicja;Adamkowska;Uniwersytet Królewski;Nowy S¹cz 62-813;I;617
660;Karolina;Naparstek;Politechnika Informatyczno-Elektroniczna;Nowy S¹cz 62-813;I;2409
661;Aleksandra;Wybraniec;Uniwersytet Królewski;Koszalin 36-759;I;764
662;Michal;Otwinowski;Uniwersytet Królewski;Ustroñ 51-637;I;2659
663;Lechoslawa;Burcz;Uniwersytet Rolniczy;Kobylin-Borzymy 21-258;III;2874
664;Bozena;Sowa;Uniwersytet Pedagogiczny;Siewierz 65-885;I;691
665;Kacper;Luty;Uniwersytet Królewski;Wodzis³aw Sl¹ski 83-544;III;3201
666;Wioletta;Pacula;Uniwersytet Królewski;Pila 06-355;V;2742
667;Szczepan;Sobczak;Uniwersytet Królewski;Mys³owice 13-220;V;902
668;Kacper;Babinski;Uniwersytet Królewski;Wadowice 47-222;I;831
669;Alicja;Barczynska;Uniwersytet Królewski;Bezledy 75-057;I;2679
670;Ewelina;Kobus;Politechnika Informatyczno-Elektroniczna;Brañsk 29-325;I;811
671;Agnieszka;Lencznarowicz;Uniwersytet Królewski;Myszków 91-786;III;478
672;Barbara;Barszczykiewicz;Politechnika Królewska;Œwieradów-Zdrój 01-685;I;2827
673;Klara;Lipiec;Politechnika Informatyczno-Elektroniczna;Rabka 30-698;I;355
674;Jacek;Zuchowicz;Politechnika Informatyczno-Elektroniczna;Wis³a 99-436;II;1668
675;Andrzej;Wisniewski;Politechnika Królewska;Katowice 72-241;I;2322
676;Oskar;Kolodziej;Politechnika Informatyczno-Elektroniczna;Gdynia 13-179;II;1535
677;Jakub;Piotrowski;Politechnika Informatyczno-Elektroniczna;Szczyrk 75-361;IV;2456
678;Bogumila;Grubba;Uniwersytet Królewski;Soœnicowice 15-658;V;858
679;Sandra;Swiatek;Uniwersytet Sportu i Turystyki;Ogrodzieniec 82-082;I;2456
680;Anna;Barciszewska;Uniwersytet Rolniczy;RogoŸnik 74-768;I;709
681;Maryla;Ciechowicz;Uniwersytet Królewski;Pszczyna 53-858;I;2219
682;Katarzyna;Garbacz;Uniwersytet Królewski;Wadowice 47-222;I;2010
683;Jaroslaw;Walewski;Politechnika Informatyczno-Elektroniczna;Ogrodzieniec 82-082;II;356
684;Amadeusz;Bartosik;Uniwersytet Królewski;Zawiercie 58-922;I;607
685;Marcin;Gorec;Politechnika Królewska;Sura¿ 76-117;I;2939
686;Maciej;Poradisz;Politechnika Informatyczno-Elektroniczna;Chalupki 70-071;III;3037
687;Jan;Barbucha;Uniwersytet Królewski;Ruda Sl¹ska 12-684;I;3276
688;Magdalena;Nadarzyn;Politechnika Informatyczno-Elektroniczna;Bêdzin 69-501;I;1880
689;Celina;Pietras;Politechnika Informatyczno-Elektroniczna;Wojkowice 84-273;V;2872
690;Wanda;Rossudowska;Uniwersytet Pedagogiczny;Tychy 76-939;II;2554
691;Karolina;Tomsza;Politechnika Informatyczno-Elektroniczna;Racibórz 00-355;I;767
692;Bartosz;Ziolkowski;Uniwersytet Rolniczy;Wodzis³aw Sl¹ski 83-544;I;3056
693;Kamil;Borysow;Politechnika Królewska;Prudnik 09-823;I;421
694;Irena;Ignaszewska;Uniwersytet Królewski;Tarnów 87-348;I;1160
695;Miroslawa;Grzesik;Uniwersytet Królewski;Nowy Targ 84-043;I;788
696;Krzysztof;Bladowicz;Politechnika Informatyczno-Elektroniczna;Myszków 91-786;I;2004
697;Maciej;Kula;Politechnika Informatyczno-Elektroniczna;Siedlce 14-461;I;2418
698;Kamil;Wieczorek;Uniwersytet Królewski;Tarnów 87-348;IV;2065
699;Ewa;Jurek;Politechnika Królewska;Siemianowice Sl¹skie 09-006;I;2101
700;Zyta;Bugala;Uniwersytet Królewski;Pszczyna 53-858;II;1958
701;Beata;Stan;Politechnika Informatyczno-Elektroniczna;Aleksandrow Kujawski 53-614;I;2033
702;Juliusz;Wozniak;Uniwersytet Pedagogiczny;Koniaków 34-607;I;1523
703;Hanna;Okularczyk;Politechnika Informatyczno-Elektroniczna;Cieszyn 68-101;I;507
704;Aleksy;Borkowski;Politechnika Informatyczno-Elektroniczna;Witonia 21-857;IV;1035
705;Dorota;Byra;Politechnika Królewska;Zielona Góra 95-970;I;1233
706;Gertruda;Rzasowska;Akademia Sztuk Piêknych;W¹growiec 87-659;II;2877
707;Lukasz;Kostosz;Uniwersytet Królewski;Tarnowskie Góry 24-243;IV;1060
708;Pawel;Orczyk;Uniwersytet Królewski;Ruda Sl¹ska 12-684;I;627
709;Natasza;Konewka;Wy¿sza Szko³a Techniczna;Szczekociny 66-008;V;2056
710;Alicja;Cygan;Uniwersytet Królewski;Zielona Góra 95-970;I;2578
711;Anna;Bugajska;Politechnika Informatyczno-Elektroniczna;Limanowa 65-385;I;412
712;Antoni;Wojtyra;Politechnika Informatyczno-Elektroniczna;Radom 43-586;I;2404
713;Jan;Matczak;Uniwersytet Królewski;Kielce 04-274;I;2042
714;Michal;Kopernik;Uniwersytet Królewski;Miko³ów 96-497;I;499
715;Andrzej;Kozlowski;Uniwersytet Królewski;Szczyrk 75-361;I;2133
716;Adam;Jasiewicz;Uniwersytet Królewski;RogoŸnik 74-768;I;1554
717;Jan;Janosik;Uniwersytet Królewski;Julianka 95-306;III;736
718;Adam;Bledowski;Politechnika Informatyczno-Elektroniczna;Wadowice 47-222;I;1956
719;Klementyna;Mrozinska;Politechnika Informatyczno-Elektroniczna;Soœnicowice 15-658;I;1079
720;Aleksander;Pawlak;Politechnika Królewska;Gorzów Wielkopolski 78-003;III;705
721;Waclaw;Slaski;Politechnika Królewska;Siemianowice Sl¹skie 09-006;II;2809
722;Jakub;Kanciala;Politechnika Informatyczno-Elektroniczna;Jejkowice 67-738;I;2021
723;Julia;Pondo;Politechnika Informatyczno-Elektroniczna;Katowice 72-241;I;1019
724;Jozef;Biegar;Politechnika Królewska;D¹browa Górnicza 75-727;I;2878
725;Pawel;Beryl;Politechnika Informatyczno-Elektroniczna;Jêdrzejów 62-049;I;2101
726;Paulina;Bulejska;Politechnika Informatyczno-Elektroniczna;Kêdzierzyn-KoŸle 81-133;I;1286
727;Wiktoria;Dobosz;Uniwersytet Królewski;G³ubczyce 65-458;V;2498
728;Izabella;Bluza;Uniwersytet Królewski;Zabrodzie 71-608;III;3258
729;Karol;Anyzkiewicz;Politechnika Królewska;Kêdzierzyn-KoŸle 81-133;II;2274
730;Ksenia;Kadziola;Uniwersytet Królewski;Skierniewice 18-665;V;2742
731;Lechoslaw;Nowakowicz;Uniwersytet Królewski;Je¿ewo 53-780;II;1084
732;Bronislawa;Michalska;Politechnika Informatyczno-Elektroniczna;Zawiercie 58-922;II;3097
733;Marta;Czerny;Uniwersytet Królewski;Tarnowskie Góry 24-243;I;394
734;Helena;Kotlarz;Politechnika Informatyczno-Elektroniczna;Szczyrk 75-361;I;559
735;Michal;Galas;Politechnika Informatyczno-Elektroniczna;Bydgoszcz 29-199;I;2461
736;Robert;Tomaszewski;Politechnika Królewska;Wis³a 99-436;IV;1511
737;Karol;Boran;Uniwersytet Królewski;Sucha Beskidzka 98-902;I;2190
738;Agnieszka;Mordak;Uniwersytet Rolniczy;Tworóg 62-560;II;3292
739;Tomasz;Suder;Uniwersytet Królewski;Kielce 04-274;I;2998
740;Stefan;Polanicki;Uniwersytet Królewski;Wodzis³aw Sl¹ski 83-544;II;770
741;Roman;Kolek;Politechnika Informatyczno-Elektroniczna;Limanowa 65-385;I;674
742;Magdalena;Peciak;Uniwersytet Ekonomiczny;Ogrodzieniec 82-082;I;2024
743;Michal;Czajczyk;Politechnika Królewska;Kraœnik 90-749;I;3080
744;Natasza;Rudnicka;Uniwersytet Królewski;Bia³a Podlaska 00-425;III;1178
745;Wojciech;Kwiecien;Uniwersytet Królewski;Jelenia Góra 14-742;II;956
746;Michal;Kurtyka;Politechnika Informatyczno-Elektroniczna;Nowy S¹cz 62-813;IV;1445
747;Agnieszka;Dziernanowska;Politechnika Królewska;Krosno 80-338;I;2982
748;Danuta;Bodnar;Politechnika Informatyczno-Elektroniczna;¯ory 29-724;III;1543
749;Bartosz;Gasior;Uniwersytet Ekonomiczny;Wejherowo 68-209;I;2138
750;Tadeusz;Staron;Politechnika Informatyczno-Elektroniczna;Rabka 30-698;IV;2198
751;Andrzej;Kacperski;Politechnika Informatyczno-Elektroniczna;Mys³owice 13-220;I;2370
752;Kinga;Krol;Politechnika Informatyczno-Elektroniczna;Kogutek 99-754;III;3262
753;Katarzyna;Biedka;Politechnika Królewska;Bielsk Podlaski 96-087;I;2705
754;Alina;Wolowiec;Uniwersytet Rolniczy;Sucha Beskidzka 98-902;I;2760
755;Szymon;Boruta;Akademia Sztuk Piêknych;Nowy S¹cz 62-813;V;945
756;Miroslawa;Prawy;Politechnika Informatyczno-Elektroniczna;W³odowice 37-089;V;3156
757;Malgorzata;Bronislawska;Politechnika Królewska;Jaworzynka 56-921;I;735
758;Szymon;Perczynski;Uniwersytet Ekonomiczny;Katowice 72-241;III;1216
759;Jowita;Farcik;Uniwersytet Królewski;Koniaków 34-607;IV;2443
760;Agnieszka;Chmielarz;Politechnika Informatyczno-Elektroniczna;Wolbrom 46-174;I;2139
761;Artur;Chodyrak;Uniwersytet Królewski;Kety 36-844;I;2338
762;Piotr;Wojcik;Uniwersytet Królewski;Przemyœl 38-959;II;1625
763;Janusz;Gajda;Uniwersytet Królewski;Pilica 15-308;V;2262
764;Barbara;Chrzanowska;Politechnika Informatyczno-Elektroniczna;Œwiêtoch³owice 38-932;I;997
765;Pawel;Janicki;Politechnika Informatyczno-Elektroniczna;Mys³owice 13-220;V;1067
766;Dariusz;Chrascik;Uniwersytet Królewski;KuŸnia Raciborska 78-122;IV;3152
767;Edyta;Kurdzielewicz;Politechnika Informatyczno-Elektroniczna;Bia³ystok 54-632;I;2710
768;Roman;Listopad;Uniwersytet Królewski;RogoŸnik 74-768;IV;2018
769;Honorata;Milosz;Politechnika Informatyczno-Elektroniczna;Nowy Targ 84-043;III;761
770;Zofia;Luszczyk;Politechnika Informatyczno-Elektroniczna;Ustroñ 51-637;II;2409
771;Tomasz;Mieta;Uniwersytet Królewski;Lubliniec 14-322;II;3329
772;Miroslawa;Czarnoleska;Uniwersytet Pedagogiczny;E³k 05-563;I;466
773;Wawrzyniec;Surowka;Politechnika Królewska;Gdañsk 83-271;IV;1644
774;Bohdan;Bielawski;Politechnika Królewska;Szamotu³y 64-698;I;2645
775;Mateusz;Cisek;Politechnika Informatyczno-Elektroniczna;Jêdrzejów 62-049;I;2376
776;Kacper;Kujalowski;Politechnika Królewska;S³awków 42-081;V;1195
777;Michal;Piekarz;Politechnika Królewska;Olkusz 19-255;II;3142
778;Sebastian;Kalicki;Politechnika Informatyczno-Elektroniczna;Grudzi¹dz 43-210;II;1441
779;Adam;Tuszynski;Politechnika Informatyczno-Elektroniczna;Cieszyn 68-101;I;2269
780;Jerzy;Barczyk;Politechnika Królewska;Medyka 67-566;I;3282
781;Angelika;Koszka;Politechnika Królewska;Koniaków 34-607;I;3338
782;Maciej;Pajak;Politechnika Królewska;Olkusz 19-255;IV;2558
783;Kamil;Slimak;Politechnika Informatyczno-Elektroniczna;Myszków 91-786;V;2585
784;Magdalena;Batycka;Politechnika Informatyczno-Elektroniczna;Chorzów 97-545;I;819
785;Wojciech;Chlebdanowski;Politechnika Królewska;Debrzno 03-065;I;827
786;Grzegorz;Wrzesinski;Politechnika Królewska;Wolbrom 46-174;V;1609
787;Jolanta;Zarebska;Politechnika Informatyczno-Elektroniczna;Lublin 79-726;I;885
788;Waclawa;Zaba;Politechnika Informatyczno-Elektroniczna;Kleszczów 18-459;IV;2347
789;Andrzej;Malek;Uniwersytet Królewski;Myszków 91-786;IV;451
790;Patryk;Gruszka;Politechnika Informatyczno-Elektroniczna;Katowice 72-241;III;2625
791;Fryderyka;Radecka;Politechnika Informatyczno-Elektroniczna;Bytom 80-339;III;1004
792;Boleslawa;Sarna;Uniwersytet Sportu i Turystyki;Gryfice 51-783;V;1915
793;Marlena;Warszawska;Uniwersytet Królewski;Brañsk 29-325;I;570
794;Jan;Kozakowski;Politechnika Informatyczno-Elektroniczna;Rajcza 18-286;I;2539
795;Angelika;Bartusiak;Uniwersytet Rolniczy;Tarnobrzeg 85-266;III;365
796;Grzegorz;Sawicki;Uniwersytet Królewski;Miko³ajki 83-977;III;2857
797;Maciej;Boni;Uniwersytet Królewski;Wodzis³aw Sl¹ski 83-544;IV;2667
798;Dorota;Blaszczyk;Politechnika Królewska;Zamoœæ 99-773;I;1145
799;Oliwia;Bogdal;Akademia Sztuk Piêknych;Jaworzno 98-650;III;2021
800;Patryk;Kopytko;Politechnika Informatyczno-Elektroniczna;S³awków 42-081;I;3142
801;Monika;Mielecka;Politechnika Informatyczno-Elektroniczna;Strzelce Opolskie 60-596;I;669
802;Andrzej;Stefanczyk;Uniwersytet Królewski;Rajcza 18-286;V;1992
803;Patryk;Fiszer;Politechnika Królewska;Cieszyn 68-101;I;1576
804;Wislawa;Maciejewska;Uniwersytet Rolniczy;Jastrzêbie-Zdrój 51-394;IV;3031
805;Jozef;Krosno;Politechnika Informatyczno-Elektroniczna;Sucha Beskidzka 98-902;I;1102
806;Maksym;Znojek;Uniwersytet Królewski;Œwiêtoch³owice 38-932;II;1934
807;Przemyslaw;Kaczmarek;Uniwersytet Królewski;Wodzis³aw Sl¹ski 83-544;III;1140
808;Zofia;Barszczewska;Politechnika Królewska;Œwiêtoch³owice 38-932;II;957
809;Artur;Binkowski;Politechnika Informatyczno-Elektroniczna;Dêbowiec 36-478;I;1149
810;Adam;Jankowski;Politechnika Informatyczno-Elektroniczna;Nowy S¹cz 62-813;I;2449
811;Adam;Skalny;Uniwersytet Rolniczy;Mys³owice 13-220;III;426
812;Mariusz;Garlowski;Uniwersytet Królewski;Katowice 72-241;II;2438
813;Beata;Nowotarska;Politechnika Informatyczno-Elektroniczna;Julianka 95-306;I;443
814;Maciej;Mojsanowicz;Politechnika Królewska;Siemianowice Sl¹skie 09-006;I;2736
815;Anastazja;Majewska;Politechnika Informatyczno-Elektroniczna;Bielsk Podlaski 96-087;II;1476
816;Dorota;Zybowska;Politechnika Informatyczno-Elektroniczna;Szczekociny 66-008;I;1338
817;Oskar;Kozlowski;Politechnika Informatyczno-Elektroniczna;Dobre Miasto 52-964;I;1767
818;Pawel;Guzik;Uniwersytet Sportu i Turystyki;Jejkowice 67-738;II;596
819;Roman;Jakubczyk;Politechnika Informatyczno-Elektroniczna;Chalupki 70-071;II;1621
820;Celina;Mieleszko;Politechnika Informatyczno-Elektroniczna;Siewierz 65-885;I;667
821;Joanna;Bycz;Uniwersytet Królewski;Baborów 48-364;III;1555
822;Marek;Walbiner;Uniwersytet Królewski;Sanok 71-890;V;2479
823;Robert;Kasa;Wy¿sza Szko³a Techniczna;Kêdzierzyn-KoŸle 81-133;I;2535
824;Piotr;Hardy;Politechnika Informatyczno-Elektroniczna;Rabka 30-698;I;2849
825;Radoslawa;Poniedzialek;Politechnika Informatyczno-Elektroniczna;Zabrze 91-525;V;1720
826;Dorota;Stachowska;Politechnika Królewska;Racibórz 00-355;I;2242
827;Iwona;Bardzio;Uniwersytet Królewski;Jaworzno 98-650;I;3124
828;Zygmunt;Banachowicz;Politechnika Królewska;Olszyna 69-786;II;3239
829;Adam;Krakowski;Uniwersytet Królewski;Zakopane 00-995;I;2391
830;Teresa;Grabik;Politechnika Królewska;Miechów 47-553;V;3145
831;Szymon;Czaja;Politechnika Informatyczno-Elektroniczna;RogoŸnik 74-768;V;912
832;Cezar;Adamski;Akademia Sztuk Piêknych;Tarnowskie Góry 24-243;IV;1316
833;Krystian;Dziwulski;Politechnika Informatyczno-Elektroniczna;Przemyœl 38-959;I;2368
834;Joanna;Andrychowicz;Uniwersytet Królewski;Lublin 79-726;I;1032
835;Filip;Balica;Politechnika Informatyczno-Elektroniczna;G³ucho³azy 30-136;I;1617
836;Patrycja;Kantor;Politechnika Informatyczno-Elektroniczna;KuŸnia Raciborska 78-122;IV;534
837;Oskar;Ryba;Politechnika Informatyczno-Elektroniczna;Józefów 40-643;II;2275
838;Miron;Raban;Politechnika Informatyczno-Elektroniczna;Pyrzowice 49-345;IV;1362
839;Przemyslaw;Choloniewski;Uniwersytet Ekonomiczny;Cieszyn 68-101;V;2602
840;Sebastian;Carek;Politechnika Informatyczno-Elektroniczna;Giera³towice 04-834;II;2328
841;Karol;Wlodek;Politechnika Informatyczno-Elektroniczna;Katowice 72-241;IV;2534
842;Bogdan;Benedykt;Akademia Sztuk Piêknych;Œwinoujskie 13-345;I;2228
843;Brygida;Jakobik;Uniwersytet Królewski;Olkusz 19-255;V;2648
844;Paulina;Szeruga;Uniwersytet Królewski;Olkusz 19-255;I;2077
845;Jadwiga;Loch;Uniwersytet Królewski;Mys³owice 13-220;I;1676
846;Ewa;Sosnowska;Uniwersytet Ekonomiczny;Nysa 72-297;I;1151
847;Roman;Aronowski;Uniwersytet Pedagogiczny;Œwiêtoch³owice 38-932;I;1576
848;Jaroslaw;Szczepanski;Uniwersytet Królewski;Nowy Targ 84-043;II;2180
849;Andrzej;Bilinski;Wy¿sza Szko³a Techniczna;Dobre Miasto 52-964;I;1048
850;Jacek;Halemba;Uniwersytet Ekonomiczny;Ciechocinek 98-839;II;1165
851;Tomasz;Wojtkiewicz;Politechnika Informatyczno-Elektroniczna;Poznañ 40-853;I;2811
852;Mateusz;Kojec;Politechnika Królewska;S³awków 42-081;I;1884
853;Ewelina;Ambroziak;Politechnika Królewska;Bia³aszewo 56-545;I;2891
854;Beata;Moskala;Politechnika Królewska;Mys³owice 13-220;IV;972
855;Kamil;Amanowicz;Politechnika Królewska;Wodzis³aw Sl¹ski 83-544;I;535
856;Jadwiga;Chodorowska;Uniwersytet Królewski;Na³êczów 83-630;I;2763
857;Janina;Bawinek;Politechnika Królewska;Pyrzyce 76-362;I;3327
858;Eustachy;Kendziora;Uniwersytet Królewski;Bielsk Podlaski 96-087;IV;2414
859;Karolina;Bromska;Politechnika Informatyczno-Elektroniczna;Dêbica 53-306;I;2480
860;Robert;Rurski;Politechnika Informatyczno-Elektroniczna;Wejherowo 68-209;II;1955
861;Andrzej;Koziol;Politechnika Informatyczno-Elektroniczna;Szczyrk 75-361;V;1428
862;Dominika;Maslon;Uniwersytet Ekonomiczny;Zgorzelec 79-972;I;1175
863;Martyn;Wisniewski;Politechnika Informatyczno-Elektroniczna;Zabrze 91-525;V;2380
864;Elzbieta;Makalu;Uniwersytet Królewski;Brzesko 96-703;V;2964
865;Beata;Nowakowska;Uniwersytet Królewski;Myszków 91-786;III;3044
866;Anna;Sawicka;Uniwersytet Królewski;Nowy Targ 84-043;V;1134
867;Elzbieta;Wieczorek;Politechnika Informatyczno-Elektroniczna;Pszczyna 53-858;IV;3214
868;Jerzy;Kaktus;Politechnika Informatyczno-Elektroniczna;Mordy 07-754;I;2732
869;Alicja;Cichocka;Uniwersytet Pedagogiczny;Sosnowiec 14-721;I;780
870;Jolanta;Kukulska;Uniwersytet Rolniczy;Wolbrom 46-174;I;2523
871;Magdalena;Jackowska;Uniwersytet Królewski;Wodzis³aw Sl¹ski 83-544;I;3178
872;Dagmara;Szumska;Politechnika Informatyczno-Elektroniczna;Sanok 71-890;I;2039
873;Aleksandra;Paluch;Uniwersytet Królewski;Ustroñ 51-637;I;2456
874;Marek;Markiewicz;Politechnika Informatyczno-Elektroniczna;Miko³ów 96-497;I;620
875;Roman;Arecki;Uniwersytet Królewski;Siemianowice Sl¹skie 09-006;I;2086
876;Mikolaj;Lisinski;Uniwersytet Królewski;Szczecin 22-544;I;930
877;Maria;Baron;Uniwersytet Królewski;Bêdzin 69-501;I;1112
878;Grzegorz;Jaworski;Uniwersytet Sportu i Turystyki;Tarnowskie Góry 24-243;I;2185
879;Magdalena;Rysowicz;Politechnika Królewska;Tychy 76-939;I;1731
880;Dominik;Marek;Uniwersytet Królewski;Gliwice 11-608;IV;519
881;Franciszek;Kucharski;Politechnika Informatyczno-Elektroniczna;Tarnobrzeg 85-266;IV;2317
882;Urszula;Czajka;Uniwersytet Królewski;Katowice 72-241;II;1846
883;Anna;Szyma;Politechnika Informatyczno-Elektroniczna;RogoŸnik 74-768;IV;753
884;Radomil;Grudzien;Politechnika Królewska;Jêdrzejów 62-049;V;2077
885;Wladyslawa;Konwicka;Politechnika Informatyczno-Elektroniczna;Œwiêtoch³owice 38-932;V;1259
886;Jadwiga;Osinska;Politechnika Informatyczno-Elektroniczna;Strzelce Opolskie 60-596;II;1004
887;Stefan;Kalinowski;Uniwersytet Rolniczy;Mys³owice 13-220;II;1932
888;Karol;Myrcik;Politechnika Informatyczno-Elektroniczna;Rybnik 24-983;II;2011
889;Anna;Oman;Politechnika Informatyczno-Elektroniczna;Jêdrzejów 62-049;I;1445
890;Piotr;Bajer;Politechnika Informatyczno-Elektroniczna;Rajcza 18-286;I;2408
891;Paulina;Wierzchowska;Politechnika Informatyczno-Elektroniczna;Katowice 72-241;I;1554
892;Zofia;Chalupka;Uniwersytet Królewski;Kudowa-S³one 83-829;II;3255
893;Celina;Mirow;Politechnika Informatyczno-Elektroniczna;Wroc³aw 62-182;I;2732
894;Tadeusz;Kotowicz;Politechnika Informatyczno-Elektroniczna;Katowice 72-241;II;1950
895;Elzbieta;Wielgus;Politechnika Królewska;Bytom 80-339;III;2581
896;Elzbieta;Kwiatkowska;Uniwersytet Królewski;Kalisz 29-379;III;1590
897;Malgorzata;Pisarskiewicz;Politechnika Królewska;Tarnów 87-348;I;3064
898;Sobieslaw;Bulwan;Politechnika Królewska;£êczyca 16-385;I;970
899;Dorota;Marchewka;Akademia Sztuk Piêknych;Wis³a 99-436;III;1632
900;Patrycja;Metz;Uniwersytet Królewski;Tychy 76-939;I;1547
901;Zachariasz;Jakimow;Uniwersytet Królewski;Rybnik 24-983;IV;527
902;Jakub;Malarski;Politechnika Informatyczno-Elektroniczna;Bo¿ewo 94-896;IV;2104
903;Oskar;Rakowski;Uniwersytet Królewski;D¹browa Górnicza 75-727;I;475
904;Tomasz;Dudzinski;Politechnika Informatyczno-Elektroniczna;Warszawa 83-294;V;744
905;Jaromir;Szybki;Politechnika Informatyczno-Elektroniczna;Gieb³o 76-179;IV;679
906;Krzysztof;Linus;Uniwersytet Królewski;Rzeszów 89-735;I;2232
907;Andrzej;Inny;Uniwersytet Królewski;Zambrów 53-324;I;1525
908;Wojciech;Batory;Akademia Sztuk Piêknych;Bochnia 89-362;II;1442
909;Monika;Drzewiecka;Politechnika Informatyczno-Elektroniczna;Olkusz 19-255;I;1736
910;Renata;Kalwas;Politechnika Informatyczno-Elektroniczna;Rzeszów 89-735;IV;1252
911;Jan;Sztonyk;Politechnika Informatyczno-Elektroniczna;Radom 43-586;I;2533
912;Kacper;Kita;Uniwersytet Królewski;S³awków 42-081;I;2006
913;Zofia;Kruszewska;Politechnika Informatyczno-Elektroniczna;Wodzis³aw Sl¹ski 83-544;V;1700
914;Radzimierz;Wojciechowski;Uniwersytet Królewski;Rzeszów 89-735;III;555
915;Wojciech;Augustowski;Politechnika Informatyczno-Elektroniczna;Koniaków 34-607;II;814
916;Barbara;Chudzik;Uniwersytet Królewski;Katowice 72-241;III;3011
917;Wojtek;Trzconka;Uniwersytet Królewski;Miechów 47-553;V;1913
918;Aleksy;Wur;Politechnika Informatyczno-Elektroniczna;Dêbica 53-306;V;1021
919;Bogumila;Piotrowska;Politechnika Królewska;Katowice 72-241;II;3306
920;Natalia;Sikorska;Akademia Sztuk Piêknych;Œwiêtoch³owice 38-932;I;2452
921;Hanna;Pietrzyk;Uniwersytet Królewski;Nowy Targ 84-043;I;2589
922;Malgorzata;Janowska;Politechnika Informatyczno-Elektroniczna;Krzeszowice 91-488;II;1464
923;Danuta;Chmielewska;Politechnika Informatyczno-Elektroniczna;Tomaszów Lubelski 95-084;V;1936
924;Pawel;Banasiak;Politechnika Informatyczno-Elektroniczna;Alwernia 27-938;I;3317
925;Adam;Zareba;Politechnika Informatyczno-Elektroniczna;Nowy S¹cz 62-813;I;985
926;Fryderyka;Krzyskow;Uniwersytet Królewski;Tworóg 62-560;IV;2117
927;Ewa;Sochacka;Uniwersytet Muzyczny;Nowy Targ 84-043;I;2333
928;Kacper;Starachowicz;Politechnika Królewska;Tarnobrzeg 85-266;II;1802
929;Renata;Banachowicz;Politechnika Informatyczno-Elektroniczna;Piotrków Trybunalski 04-419;I;464
930;Donald;Bakowski;Akademia Sztuk Piêknych;S³awków 42-081;I;1410
